"Lower" "Upper"
"SRR11904539" 2018.83287671233 2018.83287671233
"SRR16999455" 2019.8301369863 2019.91506849315
"GCGS0624" 2002 2003
"SRR9985624" 2017 2018
"SRR8071123" 2016 2017
"SRR11903880" 2018.49863013699 2018.49863013699
"SRR11903881" 2018.49863013699 2018.49863013699
"SRR11904479" 2018.41643835616 2018.41643835616
"SRR9877951" 2018.49863013699 2018.49863013699
"SRR11904485" 2018.33150684932 2018.33150684932
"SRR11904486" 2018.33150684932 2018.33150684932
"SRR11904496" 2018.24931506849 2018.24931506849
"SRR11904503" 2018.08767123288 2018.08767123288
"SRR11904579" 2018.49863013699 2018.49863013699
"SRR8071306" 2015 2016
"SRR9985933" 2017 2018
"SRR16644525" 2019.49589041096 2019.58082191781
"SRR5235383" 2016 2017
"SRR5235384" 2016 2017
"SRR8071304" 2016 2017
"SRR11904542" 2018.33150684932 2018.33150684932
"SRR11904563" 2018.33150684932 2018.33150684932
"SRR16644382" 2019.41369863014 2019.49589041096
"SRR11904593" 2018.58356164384 2018.58356164384
"SRR11904867" 2018.08767123288 2018.08767123288
"SRR5235371" 2016 2017
"SRR5235372" 2016 2017
"SRR8071005" 2015 2016
"SRR8071308" 2015 2016
"SRR9985893" 2017 2018
"SRR11904513" 2018.58356164384 2018.58356164384
"SRR9985948" 2017 2018
"SRR16644574" 2019.41369863014 2019.49589041096
"SRR16999447" 2019.8301369863 2019.91506849315
"SRR9985679" 2017 2018
"SRR17188730" 2019.74794520548 2019.8301369863
"SRR8079768" 2016 2017
"SRR9985687" 2017 2018
"SRR9985740" 2017 2018
"SRR8071001" 2015 2016
"SRR8071230" 2014 2015
"SRR16644230" 2019.24657534247 2019.32876712329
"SRR8071227" 2014 2015
"SRR9985836" 2017 2018
"SRR11904231" 2018.83287671233 2018.83287671233
"SRR8088114" 2016 2017
"SRR11724366" 2019.74794520548 2019.8301369863
"SRR8071400" 2016 2017
"SRR8071235" 2015 2016
"SRR8071238" 2015 2016
"SRR8079766" 2016 2017
"SRR16644558" 2019 2019.08493150685
"SRR11904528" 2018.66575342466 2018.66575342466
"SRR9877733" 2018.66575342466 2018.66575342466
"SRR9878235" 2018.66575342466 2018.66575342466
"SRR8833698" 2018.41643835616 2018.41643835616
"SRR16999456" 2019.8301369863 2019.91506849315
"SRR8903155" 2018.41643835616 2018.41643835616
"SRR11904573" 2018.49863013699 2018.49863013699
"SRR11904956" 2018.24931506849 2018.24931506849
"SRR8079772" 2016 2017
"SRR11904586" 2018.66575342466 2018.66575342466
"SRR12612339" 2019.8301369863 2019.91506849315
"SRR16644374" 2019.49589041096 2019.58082191781
"SRR16999649" 2019.91506849315 2019.99726027397
"SRR9878239" 2018.91780821918 2018.91780821918
"SRR8833371" 2018.24931506849 2018.24931506849
"SRR16999711" 2019.74794520548 2019.8301369863
"SRR8833690" 2018.41643835616 2018.41643835616
"SRR16644354" 2019.49589041096 2019.58082191781
"SRR11904653" 2018.49863013699 2018.49863013699
"SRR16999712" 2019.74794520548 2019.8301369863
"SRR16999754" 2019.91506849315 2019.99726027397
"SRR8903133" 2018.00273972603 2018.00273972603
"GCGS0024" 2009 2010
"GCGS0040" 2009 2010
"SRR11904520" 2018.49863013699 2018.49863013699
"SRR11904893" 2018.83287671233 2018.83287671233
"SRR11724659" 2019.41369863014 2019.49589041096
"SRR16644048" 2019.49589041096 2019.58082191781
"SRR16999545" 2019.66301369863 2019.74794520548
"SRR16999539" 2019.66301369863 2019.74794520548
"SRR16644358" 2019.41369863014 2019.49589041096
"SRR16999360" 2019.74794520548 2019.8301369863
"SRR11724725" 2019.41369863014 2019.49589041096
"SRR16999538" 2019.66301369863 2019.74794520548
"SRR16999349" 2019.74794520548 2019.8301369863
"SRR11904614" 2018.41643835616 2018.41643835616
"SRR16999358" 2019.74794520548 2019.8301369863
"SRR11904873" 2018.75068493151 2018.75068493151
"SRR16644516" 2019.24657534247 2019.32876712329
"SRR16999520" 2019.16164383562 2019.24657534247
"SRR16999709" 2019 2019.08493150685
"SRR11904914" 2018.83287671233 2018.83287671233
"SRR16644510" 2019.41369863014 2019.49589041096
"SRR11904523" 2018.41643835616 2018.41643835616
"SRR8903264" 2018.41643835616 2018.41643835616
"SRR16999430" 2019.8301369863 2019.91506849315
"SRR11725168" 2019.08493150685 2019.16164383562
"SRR16999532" 2019.66301369863 2019.74794520548
"GCGS0585" 2005 2006
"GCGS0330" 2009 2010
"GCGS0562" 2013 2014
"SRR8071360" 2015 2016
"SRR8071366" 2016 2017
"SRR8071365" 2016 2017
"SRR11724921" 2019.24657534247 2019.32876712329
"SRR8071067" 2015 2016
"SRR8071345" 2014 2015
"SRR8071348" 2015 2016
"GCGS0012" 2009 2010
"GCGS0014" 2009 2010
"GCGS0016" 2009 2010
"GCGS0100" 2010 2011
"GCGS0744" 2010 2011
"GCGS0743" 2010 2011
"GCGS0832" 2011 2012
"GCGS0742" 2010 2011
"SRR9877959" 2018.66575342466 2018.66575342466
"SRR9878258" 2018.75068493151 2018.75068493151
"SRR16999496" 2019.91506849315 2019.99726027397
"GCGS0324" 2004 2005
"GCGS0335" 2012 2013
"GCGS1014" 2012 2013
"SRR9985774" 2017 2018
"SRR8070995" 2016 2017
"SRR8070998" 2016 2017
"SRR11904848" 2018.91780821918 2018.91780821918
"SRR11724272" 2019.74794520548 2019.8301369863
"SRR11725078" 2019.58082191781 2019.66301369863
"SRR16643915" 2019.08493150685 2019.16164383562
"SRR16644542" 2019.58082191781 2019.66301369863
"SRR16644546" 2019.58082191781 2019.66301369863
"SRR16999479" 2019.8301369863 2019.91506849315
"SRR11903981" 2018.24931506849 2018.24931506849
"SRR11904101" 2018.16438356164 2018.16438356164
"SRR11698358" 2019.41369863014 2019.49589041096
"GCGS1095" 2012 2013
"SRR11698602" 2019 2019.08493150685
"SRR11904416" 2018.58356164384 2018.58356164384
"SRR16643995" 2019.08493150685 2019.16164383562
"SRR16644271" 2019.58082191781 2019.66301369863
"SRR9985804" 2017 2018
"SRR9877702" 2018.49863013699 2018.49863013699
"GCGS0457" 2012 2013
"GCGS0655" 2010 2011
"SRR11904385" 2018.58356164384 2018.58356164384
"SRR16644704" 2019.16164383562 2019.24657534247
"SRR16999379" 2019.74794520548 2019.8301369863
"SRR16644138" 2019.08493150685 2019.16164383562
"GCGS0546" 2000 2001
"GCGS0727" 2002 2003
"GCGS0172" 2010 2011
"SRR8071380" 2016 2017
"SRR9985704" 2017 2018
"SRR9985744" 2017 2018
"GCGS1013" 2011 2012
"GCGS0251" 2000 2001
"GCGS0407" 2000 2001
"GCGS0336" 2012 2013
"GCGS0365" 2000 2001
"SRR11724398" 2019.16164383562 2019.24657534247
"SRR11724507" 2019.32876712329 2019.41369863014
"SRR5990384" 2015 2016
"GCGS0829" 2001 2002
"GCGS0359" 2004 2005
"GCGS0663" 2002 2003
"GCGS0364" 2000 2001
"SRR9985625" 2017 2018
"GCGS0541" 2004 2005
"GCGS0766" 2002 2003
"GCGS0362" 2004 2005
"GCGS0536" 2000 2001
"GCGS0459" 2013 2014
"SRR9985611" 2017 2018
"SRR11904636" 2018.41643835616 2018.41643835616
"SRR11904878" 2018.08767123288 2018.08767123288
"SRR11904673" 2018.24931506849 2018.24931506849
"SRR9985612" 2017 2018
"SRR9985696" 2017 2018
"SRR16999369" 2019.74794520548 2019.8301369863
"SRR9985886" 2017 2018
"SRR11904601" 2018.58356164384 2018.58356164384
"SRR9985891" 2017 2018
"SRR11904947" 2018.33150684932 2018.33150684932
"SRR11904676" 2018.24931506849 2018.24931506849
"SRR11904019" 2018.00273972603 2018.00273972603
"SRR16644331" 2019.08493150685 2019.16164383562
"SRR7401680" 2016 2017
"SRR16643917" 2019.08493150685 2019.16164383562
"SRR16999524" 2019.66301369863 2019.74794520548
"SRR16999581" 2019.74794520548 2019.8301369863
"SRR16644156" 2019.49589041096 2019.58082191781
"SRR16644076" 2019.08493150685 2019.16164383562
"SRR16644107" 2019.32876712329 2019.41369863014
"SRR16644372" 2019 2019.08493150685
"SRR8903170" 2018.41643835616 2018.41643835616
"SRR8903174" 2018.41643835616 2018.41643835616
"SRR16644118" 2019 2019.08493150685
"SRR9985801" 2017 2018
"SRR11903946" 2018.41643835616 2018.41643835616
"SRR9985926" 2017 2018
"SRR8071099" 2014 2015
"SRR11904917" 2018.83287671233 2018.83287671233
"SRR16644201" 2019.49589041096 2019.58082191781
"SRR16644389" 2019.58082191781 2019.66301369863
"SRR16644171" 2019.24657534247 2019.32876712329
"SRR11904801" 2018.91780821918 2018.91780821918
"SRR11904915" 2018.83287671233 2018.83287671233
"SRR11698881" 2019.24657534247 2019.32876712329
"SRR9985760" 2017 2018
"SRR16644623" 2019.58082191781 2019.66301369863
"SRR11904303" 2018.00273972603 2018.00273972603
"SRR8903219" 2018.33150684932 2018.33150684932
"SRR8903271" 2018.41643835616 2018.41643835616
"SRR11904342" 2018.66575342466 2018.66575342466
"SRR8071059" 2016 2017
"SRR8071234" 2014 2015
"SRR8071343" 2016 2017
"SRR8071397" 2016 2017
"SRR9985846" 2017 2018
"SRR11903885" 2018.00273972603 2018.00273972603
"SRR16999468" 2019.8301369863 2019.91506849315
"GCGS0768" 2011 2012
"SRR11904317" 2018.66575342466 2018.66575342466
"SRR8071110" 2015 2016
"SRR8071132" 2015 2016
"SRR9878109" 2018.24931506849 2018.24931506849
"SRR16643976" 2019.49589041096 2019.58082191781
"SRR8071056" 2016 2017
"GCGS0680" 2013 2014
"SRR11904525" 2018.41643835616 2018.41643835616
"SRR16999336" 2019.58082191781 2019.66301369863
"SRR5198493" 2016 2017
"SRR8071350" 2016 2017
"GCGS0064" 2009 2010
"GCGS0318" 2004 2005
"GCGS0728" 2004 2005
"GCGS0325" 2004 2005
"GCGS0328" 2005 2006
"GCGS0729" 2004 2005
"GCGS1075" 2007 2008
"SRR11904335" 2018.66575342466 2018.66575342466
"SRR16644458" 2019 2019.08493150685
"GCGS0349" 2012 2013
"GCGS0571" 2012 2013
"SRR16643967" 2019.49589041096 2019.58082191781
"SRR16644269" 2019.58082191781 2019.66301369863
"SRR16644055" 2019.16164383562 2019.24657534247
"SRR16643986" 2019.49589041096 2019.58082191781
"SRR16643975" 2019.49589041096 2019.58082191781
"GCGS0618" 2006 2007
"GCGS0393" 2006 2007
"GCGS0472" 2012 2013
"GCGS0418" 2005 2006
"GCGS0347" 2012 2013
"SRR11904682" 2018.83287671233 2018.83287671233
"SRR11698604" 2019.08493150685 2019.16164383562
"SRR11728099" 2019.8301369863 2019.91506849315
"SRR12612410" 2019.91506849315 2019.99726027397
"SRR11724677" 2019.58082191781 2019.66301369863
"SRR8071172" 2016 2017
"SRR16643965" 2019.32876712329 2019.41369863014
"SRR16644295" 2019.49589041096 2019.58082191781
"GCGS0572" 2012 2013
"GCGS0263" 2005 2006
"GCGS0839" 2002 2003
"SRR11903859" 2018.49863013699 2018.49863013699
"SRR12612827" 2019.8301369863 2019.91506849315
"SRR16999382" 2019.74794520548 2019.8301369863
"SRR11724258" 2019.49589041096 2019.58082191781
"SRR11724316" 2019.08493150685 2019.16164383562
"GCGS0509" 2004 2005
"GCGS0586" 2006 2007
"GCGS0709" 2000 2001
"GCGS1097" 2000 2001
"GCGS0286" 2000 2001
"GCGS0317" 2001 2002
"GCGS0074" 2009 2010
"GCGS0339" 2013 2014
"SRR9985610" 2017 2018
"SRR16999731" 2019 2019.08493150685
"SRR16999374" 2019.08493150685 2019.16164383562
"SRR9985647" 2017 2018
"SRR16644602" 2019.24657534247 2019.32876712329
"SRR9985849" 2017 2018
"SRR11904117" 2018.16438356164 2018.16438356164
"SRR11904197" 2018.75068493151 2018.75068493151
"SRR11904791" 2018.91780821918 2018.91780821918
"SRR16644519" 2019.58082191781 2019.66301369863
"SRR11904793" 2018.91780821918 2018.91780821918
"SRR11904562" 2018.83287671233 2018.83287671233
"SRR11904253" 2018.83287671233 2018.83287671233
"SRR8071237" 2015 2016
"SRR11904689" 2018.91780821918 2018.91780821918
"SRR16999679" 2019 2019.08493150685
"SRR8172170" 2018.00273972603 2018.00273972603
"SRR9985731" 2017 2018
"SRR9985826" 2017 2018
"SRR9878037" 2018.83287671233 2018.83287671233
"SRR16999707" 2019.74794520548 2019.8301369863
"SRR11903995" 2018.33150684932 2018.33150684932
"SRR8833446" 2018.24931506849 2018.24931506849
"SRR8071388" 2016 2017
"SRR11904694" 2018.83287671233 2018.83287671233
"SRR8833685" 2018.16438356164 2018.16438356164
"SRR9985675" 2017 2018
"SRR12612889" 2019.91506849315 2019.99726027397
"SRR16999584" 2019.74794520548 2019.8301369863
"SRR16999671" 2019.91506849315 2019.99726027397
"SRR11904888" 2018.00273972603 2018.00273972603
"SRR16643977" 2019.49589041096 2019.58082191781
"SRR16644030" 2019.74794520548 2019.8301369863
"SRR11904924" 2018.91780821918 2018.91780821918
"SRR11724317" 2019.08493150685 2019.16164383562
"SRR11724822" 2019.16164383562 2019.24657534247
"SRR16644206" 2019.41369863014 2019.49589041096
"SRR11724823" 2019.16164383562 2019.24657534247
"SRR9878154" 2018.58356164384 2018.58356164384
"SRR11904632" 2018.16438356164 2018.16438356164
"SRR8833481" 2018.41643835616 2018.41643835616
"SRR11724295" 2019.16164383562 2019.24657534247
"SRR8833662" 2018.41643835616 2018.41643835616
"SRR16644534" 2019.58082191781 2019.66301369863
"SRR16643935" 2019 2019.08493150685
"SRR16644603" 2019.24657534247 2019.32876712329
"SRR9877719" 2018.58356164384 2018.58356164384
"SRR16643934" 2019 2019.08493150685
"SRR16999317" 2019.16164383562 2019.24657534247
"SRR16644014" 2019.32876712329 2019.41369863014
"SRR16999692" 2019.91506849315 2019.99726027397
"SRR11724292" 2019.16164383562 2019.24657534247
"SRR12612688" 2019.74794520548 2019.8301369863
"SRR11724645" 2019.49589041096 2019.58082191781
"SRR11724649" 2019.24657534247 2019.32876712329
"SRR16644553" 2019.32876712329 2019.41369863014
"SRR16644621" 2019.41369863014 2019.49589041096
"SRR16644075" 2019.08493150685 2019.16164383562
"SRR11904894" 2018.83287671233 2018.83287671233
"SRR16644357" 2019.41369863014 2019.49589041096
"SRR16999350" 2019.74794520548 2019.8301369863
"SRR11904585" 2018.66575342466 2018.66575342466
"SRR11904651" 2018.49863013699 2018.49863013699
"SRR11698255" 2019 2019.08493150685
"SRR11698783" 2019.49589041096 2019.58082191781
"SRR16644636" 2019.41369863014 2019.49589041096
"SRR16644651" 2019.49589041096 2019.58082191781
"SRR16999623" 2019.66301369863 2019.74794520548
"SRR16644033" 2019.74794520548 2019.8301369863
"SRR16644449" 2019.58082191781 2019.66301369863
"SRR11904552" 2018.33150684932 2018.33150684932
"SRR16643928" 2019.16164383562 2019.24657534247
"SRR16644359" 2019.41369863014 2019.49589041096
"SRR11904512" 2018.58356164384 2018.58356164384
"SRR16999338" 2019.08493150685 2019.16164383562
"SRR11904855" 2018.75068493151 2018.75068493151
"SRR11904606" 2018.91780821918 2018.91780821918
"SRR11904522" 2018.83287671233 2018.83287671233
"SRR16999596" 2019.74794520548 2019.8301369863
"SRR11904567" 2018.33150684932 2018.33150684932
"SRR11904857" 2018.75068493151 2018.75068493151
"SRR16644620" 2019.41369863014 2019.49589041096
"SRR8172005" 2018.00273972603 2018.00273972603
"SRR9877937" 2018.66575342466 2018.66575342466
"SRR11904948" 2018.33150684932 2018.33150684932
"SRR11904662" 2018.08767123288 2018.08767123288
"SRR9985678" 2017 2018
"SRR9985695" 2017 2018
"SRR9878096" 2018.58356164384 2018.58356164384
"SRR11904685" 2018.08767123288 2018.08767123288
"SRR9985766" 2017 2018
"SRR11904517" 2018.49863013699 2018.49863013699
"SRR16644573" 2019.32876712329 2019.41369863014
"SRR8172037" 2018.16438356164 2018.16438356164
"SRR8903139" 2018.00273972603 2018.00273972603
"SRR16644434" 2019.66301369863 2019.74794520548
"SRR11724232" 2019.24657534247 2019.32876712329
"SRR9985935" 2017 2018
"SRR11904144" 2018.08767123288 2018.08767123288
"SRR11904514" 2018.58356164384 2018.58356164384
"SRR11904961" 2018.24931506849 2018.24931506849
"SRR9985691" 2017 2018
"SRR11904134" 2018.00273972603 2018.00273972603
"SRR16999548" 2019.66301369863 2019.74794520548
"SRR11903886" 2018.00273972603 2018.00273972603
"SRR11904208" 2018.75068493151 2018.75068493151
"SRR9985707" 2017 2018
"SRR8088176" 2016 2017
"SRR9985814" 2017 2018
"SRR11904666" 2018.08767123288 2018.08767123288
"SRR11724705" 2019.32876712329 2019.41369863014
"SRR11904667" 2018.08767123288 2018.08767123288
"SRR11904962" 2018.24931506849 2018.24931506849
"SRR11904854" 2018.75068493151 2018.75068493151
"SRR9877813" 2018.49863013699 2018.49863013699
"GCGS0394" 2011 2012
"SRR11904845" 2018.91780821918 2018.91780821918
"SRR8171843" 2018.00273972603 2018.00273972603
"SRR16644034" 2019.66301369863 2019.74794520548
"SRR16999434" 2019.8301369863 2019.91506849315
"SRR16644717" 2019.16164383562 2019.24657534247
"SRR16644719" 2019.16164383562 2019.24657534247
"SRR16644716" 2019.16164383562 2019.24657534247
"SRR16644345" 2019.16164383562 2019.24657534247
"SRR16999508" 2019.74794520548 2019.8301369863
"SRR8903225" 2018.33150684932 2018.33150684932
"SRR16644159" 2019.32876712329 2019.41369863014
"SRR11724795" 2019.24657534247 2019.32876712329
"SRR11724821" 2019.16164383562 2019.24657534247
"SRR8071071" 2014 2015
"SRR8071075" 2015 2016
"SRR8071351" 2014 2015
"SRR8071131" 2014 2015
"SRR8071107" 2014 2015
"SRR8071423" 2015 2016
"SRR8071128" 2014 2015
"SRR12612645" 2019.66301369863 2019.74794520548
"SRR12612794" 2019.91506849315 2019.99726027397
"SRR8071011" 2014 2015
"SRR8071318" 2014 2015
"SRR8071036" 2015 2016
"SRR8071037" 2015 2016
"SRR8071102" 2016 2017
"SRR5989368" 2017 2018
"SRR11724912" 2019.32876712329 2019.41369863014
"SRR12612717" 2019.58082191781 2019.66301369863
"SRR11904468" 2018.49863013699 2018.49863013699
"SRR16644638" 2019.49589041096 2019.58082191781
"SRR8833656" 2018.41643835616 2018.41643835616
"SRR9877798" 2018.58356164384 2018.58356164384
"SRR9985874" 2017 2018
"SRR16999546" 2019.66301369863 2019.74794520548
"SRR16999622" 2019.16164383562 2019.24657534247
"SRR9985875" 2017 2018
"SRR11903835" 2018.49863013699 2018.49863013699
"SRR16644011" 2019.16164383562 2019.24657534247
"SRR16644496" 2019.32876712329 2019.41369863014
"SRR9985843" 2017 2018
"SRR16644366" 2019.32876712329 2019.41369863014
"SRR16999537" 2019.66301369863 2019.74794520548
"SRR16999311" 2019.58082191781 2019.66301369863
"SRR11904046" 2018.24931506849 2018.24931506849
"SRR11904133" 2018.00273972603 2018.00273972603
"SRR11904587" 2018.16438356164 2018.16438356164
"SRR11904599" 2018.58356164384 2018.58356164384
"SRR11904598" 2018.16438356164 2018.16438356164
"SRR11904877" 2018.08767123288 2018.08767123288
"SRR11724446" 2019.58082191781 2019.66301369863
"SRR16999473" 2019.08493150685 2019.16164383562
"SRR11904916" 2018.83287671233 2018.83287671233
"SRR11725050" 2019.49589041096 2019.58082191781
"SRR16999563" 2019.58082191781 2019.66301369863
"SRR11904937" 2018.24931506849 2018.24931506849
"SRR11904113" 2018.16438356164 2018.16438356164
"SRR16643933" 2019.08493150685 2019.16164383562
"SRR11904557" 2018.91780821918 2018.91780821918
"SRR11904900" 2018.83287671233 2018.83287671233
"SRR16644368" 2019.24657534247 2019.32876712329
"SRR16999461" 2019 2019.08493150685
"SRR11904635" 2018.16438356164 2018.16438356164
"SRR11904683" 2018.08767123288 2018.08767123288
"SRR11904282" 2018.75068493151 2018.75068493151
"SRR9877864" 2018.66575342466 2018.66575342466
"SRR11904480" 2018.41643835616 2018.41643835616
"SRR11725048" 2019.49589041096 2019.58082191781
"SRR16999310" 2019.16164383562 2019.24657534247
"SRR16999575" 2019 2019.08493150685
"SRR11725144" 2019.32876712329 2019.41369863014
"SRR16999547" 2019.08493150685 2019.16164383562
"SRR11904505" 2018.08767123288 2018.08767123288
"SRR11904498" 2018.16438356164 2018.16438356164
"SRR9877884" 2018.49863013699 2018.49863013699
"SRR12612828" 2019.8301369863 2019.91506849315
"SRR16999459" 2019.66301369863 2019.74794520548
"SRR16999685" 2019.8301369863 2019.91506849315
"SRR16999749" 2019.91506849315 2019.99726027397
"SRR16643931" 2019.08493150685 2019.16164383562
"SRR16644123" 2019.32876712329 2019.41369863014
"SRR16644362" 2019.32876712329 2019.41369863014
"SRR11724315" 2019.08493150685 2019.16164383562
"SRR9985786" 2017 2018
"SRR11904323" 2018.66575342466 2018.66575342466
"SRR11904333" 2018.66575342466 2018.66575342466
"SRR16644540" 2019.08493150685 2019.16164383562
"SRR11904807" 2018.91780821918 2018.91780821918
"SRR16644250" 2019.24657534247 2019.32876712329
"SRR16644176" 2019.32876712329 2019.41369863014
"SRR16643891" 2019 2019.08493150685
"SRR16999384" 2019.74794520548 2019.8301369863
"SRR8071383" 2016 2017
"SRR5990367" 2015 2016
"SRR8079769" 2016 2017
"SRR9985596" 2017 2018
"SRR9985694" 2017 2018
"SRR8172356" 2018.16438356164 2018.16438356164
"SRR11904313" 2018.66575342466 2018.66575342466
"SRR11904384" 2018.58356164384 2018.58356164384
"SRR11904312" 2018.66575342466 2018.66575342466
"SRR16999377" 2019.74794520548 2019.8301369863
"SRR11904833" 2018.91780821918 2018.91780821918
"SRR8071325" 2015 2016
"SRR11903879" 2018.49863013699 2018.49863013699
"SRR9985665" 2017 2018
"SRR9985844" 2017 2018
"SRR16644288" 2019.58082191781 2019.66301369863
"SRR16999693" 2019.91506849315 2019.99726027397
"SRR9877953" 2018.49863013699 2018.49863013699
"SRR16643895" 2019.24657534247 2019.32876712329
"SRR16644713" 2019.16164383562 2019.24657534247
"SRR9985792" 2017 2018
"SRR11904613" 2018.33150684932 2018.33150684932
"SRR11698693" 2019.16164383562 2019.24657534247
"SRR11904016" 2018.33150684932 2018.33150684932
"SRR16999630" 2019.66301369863 2019.74794520548
"SRR11904455" 2018.49863013699 2018.49863013699
"SRR11724800" 2019.24657534247 2019.32876712329
"SRR11904501" 2018.16438356164 2018.16438356164
"SRR11904575" 2018.66575342466 2018.66575342466
"SRR9877718" 2018.58356164384 2018.58356164384
"SRR11904879" 2018.08767123288 2018.08767123288
"SRR8171986" 2018.00273972603 2018.00273972603
"SRR8172308" 2018.00273972603 2018.00273972603
"SRR9985771" 2017 2018
"SRR11903842" 2018.49863013699 2018.49863013699
"SRR11904809" 2018.91780821918 2018.91780821918
"SRR16643992" 2019.16164383562 2019.24657534247
"SRR16999521" 2019.8301369863 2019.91506849315
"SRR16999708" 2019.74794520548 2019.8301369863
"SRR8071249" 2016 2017
"SRR16644303" 2019.41369863014 2019.49589041096
"SRR16644306" 2019.41369863014 2019.49589041096
"SRR16644663" 2019.41369863014 2019.49589041096
"SRR11904400" 2018.58356164384 2018.58356164384
"SRR8071228" 2014 2015
"SRR8071232" 2014 2015
"SRR8071269" 2015 2016
"GCGS0926" 2012 2013
"SRR8071340" 2014 2015
"SRR9985753" 2017 2018
"SRR9985827" 2017 2018
"SRR8071352" 2015 2016
"SRR8071353" 2015 2016
"SRR11904620" 2018.66575342466 2018.66575342466
"SRR16644356" 2019.41369863014 2019.49589041096
"GCGS0296" 2005 2006
"GCGS0297" 2005 2006
"GCGS0298" 2005 2006
"GCGS0678" 2012 2013
"SRR11903998" 2018.33150684932 2018.33150684932
"SRR16644503" 2019.41369863014 2019.49589041096
"SRR11904095" 2018.16438356164 2018.16438356164
"SRR9877818" 2018.75068493151 2018.75068493151
"SRR11698580" 2019.08493150685 2019.16164383562
"GCGS0009" 2009 2010
"GCGS0763" 2010 2011
"GCGS0610" 2010 2011
"GCGS0416" 2005 2006
"GCGS0106" 2010 2011
"GCGS0300" 2006 2007
"GCGS1025" 2007 2008
"GCGS0010" 2009 2010
"GCGS0144" 2009 2010
"GCGS0601" 2005 2006
"GCGS0434" 2004 2005
"GCGS0795" 2000 2001
"GCGS0308" 2004 2005
"GCGS0533" 2004 2005
"GCGS0721" 2003 2004
"GCGS0720" 2003 2004
"GCGS0527" 2003 2004
"GCGS0531" 2004 2005
"GCGS0535" 2004 2005
"GCGS0532" 2004 2005
"GCGS0534" 2004 2005
"GCGS0528" 2003 2004
"GCGS0823" 2005 2006
"GCGS1030" 2007 2008
"GCGS1031" 2007 2008
"GCGS1033" 2007 2008
"GCGS1032" 2007 2008
"GCGS0649" 2003 2004
"GCGS0719" 2002 2003
"GCGS0813" 2001 2002
"GCGS0503" 2000 2001
"GCGS0741" 2001 2002
"GCGS0505" 2003 2004
"GCGS0622" 2001 2002
"GCGS0771" 2002 2003
"GCGS0772" 2003 2004
"GCGS0621" 2000 2001
"GCGS0595" 2000 2001
"GCGS0071" 2009 2010
"GCGS0073" 2009 2010
"GCGS0149" 2010 2011
"GCGS0191" 2010 2011
"GCGS0217" 2010 2011
"GCGS0219" 2010 2011
"GCGS0199" 2010 2011
"GCGS0209" 2010 2011
"GCGS0211" 2010 2011
"GCGS0197" 2010 2011
"GCGS0193" 2010 2011
"GCGS0153" 2010 2011
"GCGS0931" 2011 2012
"GCGS0161" 2010 2011
"GCGS0890" 2011 2012
"GCGS0964" 2011 2012
"GCGS0213" 2010 2011
"GCGS0201" 2010 2011
"GCGS0203" 2010 2011
"GCGS0221" 2010 2011
"GCGS0215" 2010 2011
"GCGS0223" 2010 2011
"GCGS0225" 2010 2011
"GCGS0821" 2011 2012
"GCGS0853" 2011 2012
"GCGS0820" 2010 2011
"GCGS0167" 2010 2011
"GCGS0941" 2011 2012
"GCGS0171" 2010 2011
"GCGS0169" 2010 2011
"GCGS0175" 2010 2011
"GCGS0173" 2010 2011
"GCGS0207" 2010 2011
"GCGS0337" 2012 2013
"GCGS0750" 2012 2013
"SRR9985587" 2017 2018
"SRR9985920" 2017 2018
"SRR11903920" 2018.08767123288 2018.08767123288
"SRR11698336" 2019.08493150685 2019.16164383562
"SRR11904458" 2018.00273972603 2018.00273972603
"SRR11904045" 2018.24931506849 2018.24931506849
"SRR12612638" 2019.66301369863 2019.74794520548
"SRR9985772" 2017 2018
"SRR11904783" 2018.16438356164 2018.16438356164
"SRR11904800" 2018.91780821918 2018.91780821918
"SRR8833423" 2018.16438356164 2018.16438356164
"SRR16644072" 2019.08493150685 2019.16164383562
"SRR11724652" 2019.32876712329 2019.41369863014
"SRR16999529" 2019.66301369863 2019.74794520548
"SRR16999559" 2019.8301369863 2019.91506849315
"SRR16999681" 2019.8301369863 2019.91506849315
"SRR12612650" 2019.8301369863 2019.91506849315
"SRR16644316" 2019.41369863014 2019.49589041096
"SRR16999601" 2019.66301369863 2019.74794520548
"SRR16644097" 2019.41369863014 2019.49589041096
"SRR16644327" 2019.08493150685 2019.16164383562
"SRR9985854" 2017 2018
"SRR8071393" 2016 2017
"SRR11904691" 2018.91780821918 2018.91780821918
"SRR16644193" 2019.49589041096 2019.58082191781
"SRR16644217" 2019.49589041096 2019.58082191781
"SRR16999320" 2019.58082191781 2019.66301369863
"SRR16999319" 2019.58082191781 2019.66301369863
"SRR16644214" 2019.24657534247 2019.32876712329
"SRR16999656" 2019.08493150685 2019.16164383562
"SRR16999635" 2019.16164383562 2019.24657534247
"SRR11904696" 2018.83287671233 2018.83287671233
"SRR11904701" 2018.75068493151 2018.75068493151
"SRR16644609" 2019.41369863014 2019.49589041096
"SRR11904700" 2018.75068493151 2018.75068493151
"SRR16644228" 2019.24657534247 2019.32876712329
"SRR16999551" 2019.66301369863 2019.74794520548
"SRR16999661" 2019.91506849315 2019.99726027397
"SRR16999689" 2019.8301369863 2019.91506849315
"SRR16644617" 2019.24657534247 2019.32876712329
"SRR16644606" 2019.41369863014 2019.49589041096
